npr_headline,https://www.npr.org/
wapo_health,https://www.washingtonpost.com/health/?itid=nb_front_health
axios_health,https://www.axios.com/health
opednews_headline,http://www.opednews.com
socialistproject_env_energy,https://socialistproject.ca/category/environment/
pbs_science,https://www.pbs.org/newshour/science
spectator_politics,https://www.spectator.co.uk/category/politics
antiwar_headline,http://antiwar.com/#spider
realnews_health,https://therealnews.com/topics/health
dailycaller_headline,http://dailycaller.com
koreaherald_money,http://www.koreaherald.com/list.php?ct=021903000000
time_health,https://time.com/section/health/
cnn_entertainment,https://www.cnn.com/entertainment
propublica_headline,https://www.propublica.org/
techcrunch_headline,https://techcrunch.com/
conservativereview_headline,http://conservativereview.com/
bloomberg_media,https://www.bloomberg.com/topics/media
observerny_politics,https://observer.com/politics/
businessinsider_justice,https://www.insider.com/category/justice
offguardian_environment,https://off-guardian.org/category/environment/
time_politics,https://time.com/section/politics/
bloomberg_sports,https://www.bloomberg.com/topics/sports
huffingtonpost_opinion,https://www.huffpost.com/topic/opinion
atlantic_culture,https://www.theatlantic.com/culture/
atlantic_science,https://www.theatlantic.com/science/
wsj_world,https://www.wsj.com/news/world
economist_crime,https://www.economist.com/topics/crime
vice_media,https://www.vice.com/en_us/topic/media
strategicculture_headline,https://www.strategic-culture.org/
npr_environment,https://www.npr.org/sections/environment/
usatoday_politics,https://www.usatoday.com/news/politics/
koreaherald_entertainment,http://www.koreaherald.com/list.php?ct=020400000000
propublica_education,https://www.propublica.org/topics/education
pressfreedom_headline,https://freedom.press
koreaherald_world,http://www.koreaherald.com/list.php?ct=021200000000
truthdig_sports,https://www.truthdig.com/?bucket=sports
huffingtonpost_entertainment,https://www.huffpost.com/entertainment/
globalresearch_sports,https://www.theguardian.com/us/sport
nbc_environment,https://www.nbcnews.com/science/environment
infowars_sci_tech,https://www.infowars.com/category/science-technology/
voltairenetwork_headline,https://www.voltairenet.org/en
newscientist_health,https://www.newscientist.com/subject/health/
techcrunch_health,https://techcrunch.com/health/
huffingtonpost_science,https://www.huffpost.com/impact/science
businessinsider_weather,https://www.insider.com/category/weather
salon_technology,https://www.salon.com/category/technology
dailykos_weather,https://www.dailykos.com/tags/weather
vox_sports,https://www.vox.com/sports
newyorker_world,https://www.newyorker.com/tag/world
qz_headline,https://qz.com/
bloomberg_health,https://www.bloomberg.com/topics/health
dailymail_headline,https://www.dailymail.co.uk/ushome/index.html
globalresearch_culture,https://www.globalresearch.ca/theme/culture
ap_science,https://apnews.com/apf-science
democracynow_education,https://www.democracynow.org/topics/education
wired_science,https://www.wired.com/category/science/
npr_science,https://www.npr.org/sections/science/
realnews_headline,http://therealnews.com#spider
mashable_headline,https://mashable.com/
globalresearch_environment,https://www.globalresearch.ca/theme/environment
verge_headline,https://www.theverge.com/
independent_money,https://www.independent.co.uk/money
reuters_media,https://www.reuters.com/news/media
dailykos_sports,https://www.dailykos.com/tags/sports
bbc_money,https://www.bloomberg.com/topics/money
breitbart_sports,https://www.breitbart.com/sports/
economist_sci_tech,https://www.economist.com/science-and-technology/
reveal_headline,https://www.revealnews.org/
propublica_environment,https://www.propublica.org/topics/environment
wapo_science,https://www.washingtonpost.com/science/?itid=sf_health_subnav
oneamerica_crime,https://www.oann.com/crime/
peoplesdaily_military,http://en.people.cn/90786/index.html
axios_sports,https://www.axios.com/sports
newrepublic_culture,https://newrepublic.com/critical-mass/tags/culture
peoplesdaily_headline,http://en.people.cn/
propublica_military,https://www.propublica.org/topics/military
reuters_politics,https://www.reuters.com/politics
koreaherald_culture,http://www.koreaherald.com/list.php?ct=020307000000
globalresearch_politics,https://www.globalresearch.ca/theme/politics
buzzfeed_world,https://www.buzzfeednews.com/section/world
bloomberg_opinion,https://www.bloomberg.com/opinion
